"Earnings Per Share, Basic",Ticker,Fiscal Year,Fiscal Period
-7.64868,RMBL,2019,Q3
-12.92753,RMBL,2019,Q4
-10.7692,RMBL,2020,Q1
0.47171,RMBL,2020,Q2
0.66533,RMBL,2020,Q3
-2.44932,RMBL,2020,Q4
-2.03786,RMBL,2021,Q1
-0.8112,RMBL,2021,Q2
-5.39456,RMBL,2021,Q3
9.4578,RMBL,2021,Q4
0.60717,RMBL,2022,Q1
0.87382,RMBL,2022,Q2
0.1897,RMBL,2022,Q3
-0.03109,RMBS,2016,Q4
0.02697,RMBS,2017,Q1
0.02367,RMBS,2017,Q2
0.07024,RMBS,2017,Q3
-0.32966,RMBS,2017,Q4
-0.32635,RMBS,2018,Q1
-0.14254,RMBS,2018,Q2
-0.97216,RMBS,2018,Q3
-0.01855,RMBS,2018,Q4
-0.24228,RMBS,2019,Q1
-0.33353,RMBS,2019,Q2
-0.15569,RMBS,2019,Q3
-0.08518,RMBS,2019,Q4
-0.0707,RMBS,2020,Q1
-0.09493,RMBS,2020,Q2
-0.11227,RMBS,2020,Q3
-0.10918,RMBS,2020,Q4
-0.02329,RMBS,2021,Q1
0.09957,RMBS,2021,Q2
0.03373,RMBS,2021,Q3
0.0591,RMBS,2021,Q4
-0.60661,RMBS,2022,Q1
0.31708,RMBS,2022,Q2
0.0085,RMBS,2022,Q3
0.17283,RMCF,2016,Q3
0.12498,RMCF,2016,Q4
0.13899,RMCF,2017,Q1
0.15796,RMCF,2017,Q2
0.12723,RMCF,2017,Q3
0.07977,RMCF,2017,Q4
0.0977,RMCF,2018,Q1
0.12676,RMCF,2018,Q2
0.08832,RMCF,2018,Q3
0.06484,RMCF,2018,Q4
0.11935,RMCF,2019,Q1
0.15358,RMCF,2019,Q2
-0.01195,RMCF,2019,Q3
-0.08722,RMCF,2019,Q4
-0.6053,RMCF,2020,Q1
0.01255,RMCF,2020,Q2
0.08626,RMCF,2020,Q3
0.35689,RMCF,2020,Q4
0.09476,RMCF,2021,Q1
0.03216,RMCF,2021,Q2
-0.24063,RMCF,2021,Q3
0.0585,RMCF,2021,Q4
-0.01852,RMCF,2022,Q1
-0.58585,RMCF,2022,Q2
0.59144,RMD,2016,Q4
0.54307,RMD,2017,Q2
0.61977,RMD,2017,Q3
0.71739,RMD,2017,Q4
0.60546,RMD,2018,Q1
0.06672,RMD,2018,Q2
0.76989,RMD,2018,Q3
0.76795,RMD,2018,Q4
0.74114,RMD,2019,Q1
0.87207,RMD,2019,Q2
0.7365,RMD,2019,Q3
0.47871,RMD,2019,Q4
0.83599,RMD,2020,Q1
1.11331,RMD,2020,Q2
1.12973,RMD,2020,Q3
1.22631,RMD,2020,Q4
1.231,RMD,2021,Q1
1.23627,RMD,2021,Q2
-0.53922,RMD,2021,Q3
1.33996,RMD,2021,Q4
1.39767,RMD,2022,Q1
1.38195,RMD,2022,Q2
1.22619,RMD,2022,Q3
1.33543,RMD,2022,Q4
1.44173,RMD,2023,Q1
-0.19891,RNA,2020,Q2
-0.21555,RNA,2020,Q3
-0.30668,RNA,2020,Q4
-0.4493,RNA,2021,Q1
-0.49658,RNA,2021,Q2
-0.55162,RNA,2021,Q3
-0.72619,RNA,2021,Q4
-0.6451,RNA,2022,Q1
-0.86095,RNA,2022,Q2
-0.82155,RNA,2022,Q3
-0.09396,RNG,2016,Q4
-0.09787,RNG,2017,Q1
-0.09268,RNG,2017,Q2
-0.07426,RNG,2017,Q3
-0.07841,RNG,2017,Q4
-0.03467,RNG,2018,Q1
-0.10483,RNG,2018,Q2
-0.11912,RNG,2018,Q3
-0.07039,RNG,2018,Q4
-0.07811,RNG,2019,Q1
-0.11225,RNG,2019,Q2
-0.15305,RNG,2019,Q3
-0.29549,RNG,2019,Q4
-0.69523,RNG,2020,Q1
0.00577,RNG,2020,Q2
-0.23499,RNG,2020,Q3
-0.02031,RNG,2020,Q4
-0.00205,RNG,2021,Q1
-1.22422,RNG,2021,Q2
-1.60888,RNG,2021,Q3
-1.26443,RNG,2021,Q4
-1.61819,RNG,2022,Q1
-1.67681,RNG,2022,Q2
-2.97793,RNG,2022,Q3
0.26898,ROAD,2018,Q2
0.28788,ROAD,2018,Q3
0.33206,ROAD,2018,Q4
0.10024,ROAD,2019,Q1
0.08192,ROAD,2019,Q2
0.33457,ROAD,2019,Q3
0.32179,ROAD,2019,Q4
0.10606,ROAD,2020,Q1
0.02985,ROAD,2020,Q2
0.30583,ROAD,2020,Q3
0.34089,ROAD,2020,Q4
0.15287,ROAD,2021,Q1
-0.09548,ROAD,2021,Q2
0.1807,ROAD,2021,Q3
0.15286,ROAD,2021,Q4
0.10662,ROAD,2022,Q1
-0.18221,ROAD,2022,Q2
0.23493,ROAD,2022,Q3
0.25331,ROAD,2022,Q4
-0.2448,ROCK,2016,Q4
0.1261,ROCK,2017,Q1
0.40269,ROCK,2017,Q2
0.65038,ROCK,2017,Q3
0.7941,ROCK,2017,Q4
0.26276,ROCK,2018,Q1
0.71675,ROCK,2018,Q2
0.60729,ROCK,2018,Q3
0.40796,ROCK,2018,Q4
0.19657,ROCK,2019,Q1
0.6161,ROCK,2019,Q2
0.75378,ROCK,2019,Q3
0.44196,ROCK,2019,Q4
0.37007,ROCK,2020,Q1
0.83702,ROCK,2020,Q2
1.03476,ROCK,2020,Q3
-0.26022,ROCK,2020,Q4
0.38943,ROCK,2021,Q1
0.79183,ROCK,2021,Q2
0.84035,ROCK,2021,Q3
0.28512,ROCK,2021,Q4
0.47119,ROCK,2022,Q1
0.92431,ROCK,2022,Q2
1.08162,ROCK,2022,Q3
0.66205,ROG,2016,Q4
1.49712,ROG,2017,Q1
1.15193,ROG,2017,Q2
1.40425,ROG,2017,Q3
0.38376,ROG,2017,Q4
1.42913,ROG,2018,Q1
0.94241,ROG,2018,Q2
1.07227,ROG,2018,Q3
1.32776,ROG,2018,Q4
1.53037,ROG,2019,Q1
1.3084,ROG,2019,Q2
1.25852,ROG,2019,Q3
-1.54748,ROG,2019,Q4
0.71021,ROG,2020,Q1
0.77743,ROG,2020,Q2
0.37489,ROG,2020,Q3
0.81354,ROG,2020,Q4
1.66834,ROG,2021,Q1
1.53137,ROG,2021,Q2
1.34186,ROG,2021,Q3
1.23175,ROG,2021,Q4
0.88566,ROG,2022,Q1
0.95224,ROG,2022,Q2
0.78871,ROG,2022,Q3
,ROIV,2022,Q2
1.67342,ROK,2017,Q1
1.47242,ROK,2017,Q2
1.68925,ROK,2017,Q3
1.59594,ROK,2017,Q4
-1.84399,ROK,2018,Q1
1.79196,ROK,2018,Q2
1.59646,ROK,2018,Q3
2.83292,ROK,2018,Q4
0.6675,ROK,2019,Q1
2.91001,ROK,2019,Q2
2.21902,ROK,2019,Q3
0.06971,ROK,2019,Q4
2.68539,ROK,2020,Q1
1.14064,ROK,2020,Q2
2.74439,ROK,2020,Q3
2.26857,ROK,2020,Q4
5.11025,ROK,2021,Q1
3.5745,ROK,2021,Q2
2.33678,ROK,2021,Q3
0.67672,ROK,2021,Q4
2.0819,ROK,2022,Q1
0.46466,ROK,2022,Q2
2.5681,ROK,2022,Q3
2.92407,ROK,2022,Q4
-8.79026,ROKU,2017,Q3
0.07065,ROKU,2017,Q4
-0.06668,ROKU,2018,Q1
0.00512,ROKU,2018,Q2
-0.08913,ROKU,2018,Q3
0.06193,ROKU,2018,Q4
-0.08777,ROKU,2019,Q1
-0.08145,ROKU,2019,Q2
-0.21551,ROKU,2019,Q3
-0.13243,ROKU,2019,Q4
-0.45442,ROKU,2020,Q1
-0.3519,ROKU,2020,Q2
0.10299,ROKU,2020,Q3
0.5283,ROKU,2020,Q4
0.58837,ROKU,2021,Q1
0.56655,ROKU,2021,Q2
0.51565,ROKU,2021,Q3
0.17719,ROKU,2021,Q4
-0.19528,ROKU,2022,Q1
-0.82077,ROKU,2022,Q2
-0.88174,ROKU,2022,Q3
0.07755,ROL,2016,Q4
0.08211,ROL,2017,Q1
0.10946,ROL,2017,Q2
0.10486,ROL,2017,Q3
0.06878,ROL,2017,Q4
0.09886,ROL,2018,Q1
0.13351,ROL,2018,Q2
0.1357,ROL,2018,Q3
0.10381,ROL,2018,Q4
0.09003,ROL,2019,Q1
0.13088,ROL,2019,Q2
0.0897,ROL,2019,Q3
0.10336,ROL,2019,Q4
0.08803,ROL,2020,Q1
0.15328,ROL,2020,Q2
0.16187,ROL,2020,Q3
0.12737,ROL,2020,Q4
0.1883,ROL,2021,Q1
0.20096,ROL,2021,Q2
0.19065,ROL,2021,Q3
0.13277,ROL,2021,Q4
0.14723,ROL,2022,Q1
0.20372,ROL,2022,Q2
0.2186,ROL,2022,Q3
1.7944,ROP,2016,Q4
1.55146,ROP,2017,Q1
1.75896,ROP,2017,Q2
1.8599,ROP,2017,Q3
4.33456,ROP,2017,Q4
2.05345,ROP,2018,Q1
2.21318,ROP,2018,Q2
2.39458,ROP,2018,Q3
2.48887,ROP,2018,Q4
3.56757,ROP,2019,Q1
2.40559,ROP,2019,Q2
2.66827,ROP,2019,Q3
8.35988,ROP,2019,Q4
2.30393,ROP,2020,Q1
2.09761,ROP,2020,Q2
2.23878,ROP,2020,Q3
2.43851,ROP,2020,Q4
2.75238,ROP,2021,Q1
2.72667,ROP,2021,Q2
2.74668,ROP,2021,Q3
2.73055,ROP,2021,Q4
19.15166,ROP,2022,Q1
2.53824,ROP,2022,Q2
3.08491,ROP,2022,Q3
0.77414,ROST,2016,Q4
0.83072,ROST,2017,Q1
0.82645,ROST,2017,Q2
0.72332,ROST,2017,Q3
1.19937,ROST,2017,Q4
1.11893,ROST,2018,Q1
1.04952,ROST,2018,Q2
0.91852,ROST,2018,Q3
1.20945,ROST,2018,Q4
1.1599,ROST,2019,Q1
1.14711,ROST,2019,Q2
1.03938,ROST,2019,Q3
1.28818,ROST,2019,Q4
-0.86837,ROST,2020,Q1
0.06258,ROST,2020,Q2
0.37221,ROST,2020,Q3
0.67491,ROST,2020,Q4
1.34984,ROST,2021,Q1
1.4007,ROST,2021,Q2
1.09096,ROST,2021,Q3
1.04095,ROST,2021,Q4
0.9752,ROST,2022,Q1
1114.9169,ROST,2022,Q2
0.99975,ROST,2022,Q3
1.42162,ROVR,2020,Q4
-0.09136,ROVR,2021,Q1
-0.44987,ROVR,2021,Q2
-1.326,ROVR,2021,Q3
0.1181,ROVR,2021,Q4
-0.04639,ROVR,2022,Q1
-0.01999,ROVR,2022,Q2
-0.08478,ROVR,2022,Q3
0.09489,RP,2016,Q4
0.10471,RP,2017,Q1
0.07863,RP,2017,Q2
0.0856,RP,2017,Q3
-0.25883,RP,2017,Q4
0.13431,RP,2018,Q1
0.09961,RP,2018,Q2
0.09946,RP,2018,Q3
0.06844,RP,2018,Q4
0.1232,RP,2019,Q1
0.16388,RP,2019,Q2
0.12688,RP,2019,Q3
0.21824,RP,2019,Q4
0.06049,RP,2020,Q1
0.11802,RP,2020,Q2
0.16444,RP,2020,Q3
0.13121,RP,2020,Q4
-0.2333,RPD,2016,Q4
-0.25097,RPD,2017,Q1
-0.27206,RPD,2017,Q2
-0.23757,RPD,2017,Q3
-0.29736,RPD,2017,Q4
-0.36189,RPD,2018,Q1
-0.30968,RPD,2018,Q2
-0.25212,RPD,2018,Q3
-0.27464,RPD,2018,Q4
-0.24406,RPD,2019,Q1
-0.27696,RPD,2019,Q2
-0.29382,RPD,2019,Q3
-0.28915,RPD,2019,Q4
-0.45732,RPD,2020,Q1
-0.42343,RPD,2020,Q2
-0.49788,RPD,2020,Q3
-0.55585,RPD,2020,Q4
-0.56413,RPD,2021,Q1
-0.6163,RPD,2021,Q2
-0.69596,RPD,2021,Q3
-0.79721,RPD,2021,Q4
-0.7929,RPD,2022,Q1
-0.68005,RPD,2022,Q2
-0.48913,RPD,2022,Q3
-0.54268,RPM,2017,Q2
0.09128,RPM,2017,Q3
0.97992,RPM,2017,Q4
0.88707,RPM,2018,Q1
0.72782,RPM,2018,Q2
0.30666,RPM,2018,Q3
0.65323,RPM,2018,Q4
0.52907,RPM,2019,Q1
0.37559,RPM,2019,Q2
0.10904,RPM,2019,Q3
1.03274,RPM,2019,Q4
0.82392,RPM,2020,Q1
0.59994,RPM,2020,Q2
0.09229,RPM,2020,Q3
0.85297,RPM,2020,Q4
1.40631,RPM,2021,Q1
0.99346,RPM,2021,Q2
0.2977,RPM,2021,Q3
1.21554,RPM,2021,Q4
1.04869,RPM,2022,Q1
0.97305,RPM,2022,Q2
0.25729,RPM,2022,Q3
1.55068,RPM,2022,Q4
1.31698,RPM,2023,Q1
-0.65633,RRC,2016,Q4
0.69532,RRC,2017,Q1
0.28367,RRC,2017,Q2
-0.52071,RRC,2017,Q3
0.90172,RRC,2017,Q4
0.20039,RRC,2018,Q1
-0.32469,RRC,2018,Q2
0.19695,RRC,2018,Q3
-7.15372,RRC,2018,Q4
0.00573,RRC,2019,Q1
0.46489,RRC,2019,Q2
-0.11117,RRC,2019,Q3
-7.2723,RRC,2019,Q4
0.58881,RRC,2020,Q1
-0.61271,RRC,2020,Q2
-2.835,RRC,2020,Q3
-0.12547,RRC,2020,Q4
0.11249,RRC,2021,Q1
-0.64557,RRC,2021,Q2
-1.43952,RRC,2021,Q3
3.63574,RRC,2021,Q4
-1.87702,RRC,2022,Q1
1.85984,RRC,2022,Q2
1.55603,RRC,2022,Q3
-4.24227,RRGB,2020,Q2
-0.40357,RRGB,2020,Q3
-2.55042,RRGB,2020,Q4
-0.6087,RRGB,2021,Q1
-0.31991,RRGB,2021,Q2
-0.95921,RRGB,2021,Q3
-1.35674,RRGB,2021,Q4
-0.19766,RRGB,2022,Q1
-1.12837,RRGB,2022,Q2
-0.79078,RRGB,2022,Q3
0.36859,RRR,2016,Q4
0.30115,RRR,2017,Q1
-0.38503,RRR,2017,Q2
0.17304,RRR,2017,Q3
0.4308,RRR,2017,Q4
0.74392,RRR,2018,Q1
1.19687,RRR,2018,Q2
0.21198,RRR,2018,Q3
0.12912,RRR,2018,Q4
0.16316,RRR,2019,Q1
-0.05529,RRR,2019,Q2
-0.22489,RRR,2019,Q3
0.0693,RRR,2019,Q4
-2.17545,RRR,2020,Q1
-1.01452,RRR,2020,Q2
0.61606,RRR,2020,Q3
0.41928,RRR,2020,Q4
-0.91587,RRR,2021,Q1
1.22602,RRR,2021,Q2
1.03195,RRR,2021,Q3
2.15327,RRR,2021,Q4
0.72866,RRR,2022,Q1
0.23735,RRR,2022,Q2
0.85695,RRR,2022,Q3
0.84983,RS,2016,Q4
1.53346,RS,2017,Q1
1.41306,RS,2017,Q2
1.33453,RS,2017,Q3
4.14232,RS,2017,Q4
2.32084,RS,2018,Q1
3.19045,RS,2018,Q2
2.06163,RS,2018,Q3
1.23358,RS,2018,Q4
2.83195,RS,2019,Q1
2.731,RS,2019,Q2
2.44107,RS,2019,Q3
2.48213,RS,2019,Q4
0.9301,RS,2020,Q1
1.26008,RS,2020,Q2
1.53098,RS,2020,Q3
2.03844,RS,2020,Q4
4.19357,RS,2021,Q1
5.17087,RS,2021,Q2
6.22895,RS,2021,Q3
6.73843,RS,2021,Q4
8.39981,RS,2022,Q1
9.2901,RS,2022,Q2
6.55233,RS,2022,Q3
0.55717,RSG,2016,Q4
0.55257,RSG,2017,Q1
0.60019,RSG,2017,Q2
0.6635,RSG,2017,Q3
1.98966,RSG,2017,Q4
0.71888,RSG,2018,Q1
0.71755,RSG,2018,Q2
0.80922,RSG,2018,Q3
0.92847,RSG,2018,Q4
0.72665,RSG,2019,Q1
0.78178,RSG,2019,Q2
0.93073,RSG,2019,Q3
0.90435,RSG,2019,Q4
0.77065,RSG,2020,Q1
0.7069,RSG,2020,Q2
0.81428,RSG,2020,Q3
0.73724,RSG,2020,Q4
0.92642,RSG,2021,Q1
1.03663,RSG,2021,Q2
1.09743,RSG,2021,Q3
0.98832,RSG,2021,Q4
1.10831,RSG,2022,Q1
1.17467,RSG,2022,Q2
1.31722,RSG,2022,Q3
-0.45019,RSI,2020,Q1
-1.75965,RSI,2020,Q2
-0.92153,RSI,2020,Q3
1.68481,RSI,2020,Q4
-0.00032,RSI,2021,Q1
-0.07095,RSI,2021,Q2
-0.09982,RSI,2021,Q3
-0.17579,RSI,2021,Q4
-0.24667,RSI,2022,Q1
-0.13024,RSI,2022,Q2
-0.10323,RSI,2022,Q3
-1328.89754,RSLS,2016,Q4
-636.35566,RSLS,2017,Q1
-7734.41454,RSLS,2017,Q2
-1382633.64693,RSLS,2017,Q3
-109.09331,RSLS,2017,Q4
-181.43567,RSLS,2018,Q1
-8598.74052,RSLS,2018,Q2
-36168.48779,RSLS,2018,Q3
-3203.60346,RSLS,2018,Q4
-271.52118,RSLS,2019,Q1
-39.48766,RSLS,2019,Q2
-6886.29495,RSLS,2019,Q3
-199.22695,RSLS,2019,Q4
-31.42476,RSLS,2020,Q1
-26.0725,RSLS,2020,Q2
-37.15833,RSLS,2020,Q3
-61.24686,RSLS,2020,Q4
-34.97306,RSLS,2021,Q1
0.03355,RSPP,2016,Q4
0.83304,RSPP,2017,Q1
0.6194,RSPP,2017,Q2
0.42485,RSPP,2017,Q3
2.80452,RSPP,2017,Q4
1.78155,RSPP,2018,Q1
-0.25435,RST,2016,Q4
0.02052,RST,2017,Q1
-0.05101,RST,2017,Q2
-0.14498,RST,2017,Q3
0.10602,RST,2017,Q4
-0.28548,RST,2018,Q1
-0.1832,RST,2018,Q2
-0.28437,RST,2018,Q3
-0.19337,RST,2018,Q4
-0.02362,RST,2019,Q1
-0.11966,RST,2019,Q2
-0.12353,RST,2019,Q3
-0.28256,RST,2019,Q4
-0.25967,RST,2020,Q1
-0.14878,RST,2020,Q2
-0.10547,RSYS,2016,Q4
-0.2585,RSYS,2017,Q1
-0.19386,RSYS,2017,Q2
-0.39427,RSYS,2017,Q3
-0.50069,RSYS,2017,Q4
-0.16377,RSYS,2018,Q1
-0.11734,RSYS,2018,Q2
-0.04728,RSYS,2018,Q3
-0.63081,RT,2017,Q2
-0.32865,RT,2017,Q3
-0.14398,RT,2017,Q4
-0.16298,RT,2018,Q1
1.88583,RTN,2016,Q4
1.72991,RTN,2017,Q1
1.89578,RTN,2017,Q2
1.96766,RTN,2017,Q3
1.35751,RTN,2017,Q4
2.19411,RTN,2018,Q1
2.78455,RTN,2018,Q2
2.25411,RTN,2018,Q3
2.92443,RTN,2018,Q4
2.77049,RTN,2019,Q1
2.92099,RTN,2019,Q2
3.08244,RTN,2019,Q3
3.1675,RTN,2019,Q4
-0.48122,RTP,2021,Q1
0.9616,RTP,2021,Q2
-2.62959,RTP,2021,Q3
0.05849,RTP,2021,Q4
-0.72254,RTP,2022,Q1
-0.57477,RTP,2022,Q2
-0.91833,RTP,2022,Q3
0.79679,RTX,2016,Q4
1.09924,RTX,2017,Q1
1.14822,RTX,2017,Q2
1.06178,RTX,2017,Q3
0.31646,RTX,2017,Q4
1.03334,RTX,2018,Q1
1.63044,RTX,2018,Q2
0.98459,RTX,2018,Q3
0.5202,RTX,2018,Q4
0.99282,RTX,2019,Q1
1.39949,RTX,2019,Q2
0.84499,RTX,2019,Q3
0.83974,RTX,2019,Q4
-0.09669,RTX,2020,Q1
-2.40831,RTX,2020,Q2
0.17801,RTX,2020,Q3
0.09016,RTX,2020,Q4
0.49831,RTX,2021,Q1
0.68295,RTX,2021,Q2
0.93459,RTX,2021,Q3
0.46025,RTX,2021,Q4
0.72727,RTX,2022,Q1
0.88156,RTX,2022,Q2
0.94347,RTX,2022,Q3
0.28045,RUN,2016,Q4
0.12233,RUN,2017,Q1
0.23905,RUN,2017,Q2
0.26263,RUN,2017,Q3
0.55137,RUN,2017,Q4
0.26089,RUN,2018,Q1
0.06763,RUN,2018,Q2
-0.02606,RUN,2018,Q3
-0.05247,RUN,2018,Q4
-0.12169,RUN,2019,Q1
-0.01117,RUN,2019,Q2
0.24634,RUN,2019,Q3
0.10574,RUN,2019,Q4
-0.23452,RUN,2020,Q1
-0.11191,RUN,2020,Q2
0.29949,RUN,2020,Q3
-0.87737,RUN,2020,Q4
-0.11744,RUN,2021,Q1
-0.20361,RUN,2021,Q2
0.11807,RUN,2021,Q3
-0.18225,RUN,2021,Q4
-0.42319,RUN,2022,Q1
-0.05886,RUN,2022,Q2
0.99731,RUN,2022,Q3
0.2117,RUSHA,2016,Q4
0.24494,RUSHA,2017,Q1
0.36997,RUSHA,2017,Q2
0.49858,RUSHA,2017,Q3
1.78079,RUSHA,2017,Q4
0.35361,RUSHA,2018,Q1
0.49729,RUSHA,2018,Q2
0.70662,RUSHA,2018,Q3
0.81291,RUSHA,2018,Q4
0.67186,RUSHA,2019,Q1
0.75243,RUSHA,2019,Q2
0.71349,RUSHA,2019,Q3
0.43501,RUSHA,2019,Q4
0.42222,RUSHA,2020,Q1
0.30893,RUSHA,2020,Q2
0.61661,RUSHA,2020,Q3
0.74237,RUSHA,2020,Q4
0.81583,RUSHA,2021,Q1
1.04458,RUSHA,2021,Q2
1.24188,RUSHA,2021,Q3
1.21739,RUSHA,2021,Q4
1.65325,RUSHA,2022,Q1
1.98107,RUSHA,2022,Q2
1.6363,RUSHA,2022,Q3
0.30095,RUTH,2016,Q4
0.36134,RUTH,2017,Q1
0.25569,RUTH,2017,Q2
0.05592,RUTH,2017,Q3
0.32026,RUTH,2017,Q4
0.45962,RUTH,2018,Q1
0.32217,RUTH,2018,Q2
0.12116,RUTH,2018,Q3
0.5035,RUTH,2018,Q4
0.47518,RUTH,2019,Q1
0.31823,RUTH,2019,Q2
0.1564,RUTH,2019,Q3
0.50705,RUTH,2019,Q4
-0.13497,RUTH,2020,Q1
-0.58755,RUTH,2020,Q2
-0.15482,RUTH,2020,Q3
0.04154,RUTH,2020,Q4
0.26617,RUTH,2021,Q1
0.36202,RUTH,2021,Q2
0.20191,RUTH,2021,Q3
0.39903,RUTH,2021,Q4
0.30698,RUTH,2022,Q1
0.30468,RUTH,2022,Q2
0.16208,RUTH,2022,Q3
-0.57266,RVLV,2019,Q2
0.1382,RVLV,2019,Q3
0.12173,RVLV,2019,Q4
0.05995,RVLV,2020,Q1
0.20537,RVLV,2020,Q2
0.27953,RVLV,2020,Q3
0.26413,RVLV,2020,Q4
0.30999,RVLV,2021,Q1
0.43936,RVLV,2021,Q2
0.22815,RVLV,2021,Q3
0.40218,RVLV,2021,Q4
0.30891,RVLV,2022,Q1
0.22197,RVLV,2022,Q2
0.16348,RVLV,2022,Q3
-14.02937,RWLK,2016,Q4
-9.72334,RWLK,2017,Q1
-9.15912,RWLK,2017,Q2
-6.73052,RWLK,2017,Q3
-6.04847,RWLK,2017,Q4
-5.26387,RWLK,2018,Q1
-4.42151,RWLK,2018,Q2
-3.18312,RWLK,2018,Q3
-2.56956,RWLK,2018,Q4
-1.24557,RWLK,2019,Q1
-0.87169,RWLK,2019,Q2
-0.45923,RWLK,2019,Q3
-0.49653,RWLK,2019,Q4
-0.37015,RWLK,2020,Q1
-0.2177,RWLK,2020,Q2
-0.17643,RWLK,2020,Q3
-0.14253,RWLK,2020,Q4
-0.08461,RWLK,2021,Q1
-0.0868,RWLK,2021,Q2
-0.06218,RWLK,2021,Q3
-0.06743,RWLK,2021,Q4
-0.06964,RWLK,2022,Q1
-0.07109,RWLK,2022,Q2
-0.08695,RWLK,2022,Q3
0.18401,RYAM,2016,Q4
0.15269,RYAM,2017,Q1
0.02673,RYAM,2017,Q2
0.28828,RYAM,2017,Q3
6.26467,RYAM,2017,Q4
0.41175,RYAM,2018,Q1
0.97086,RYAM,2018,Q2
0.68169,RYAM,2018,Q3
0.18523,RYAM,2018,Q4
-0.51882,RYAM,2019,Q1
-0.37026,RYAM,2019,Q2
-0.28476,RYAM,2019,Q3
0.45378,RYAM,2019,Q4
-0.38307,RYAM,2020,Q1
-0.2034,RYAM,2020,Q2
0.45583,RYAM,2020,Q3
0.13692,RYAM,2020,Q4
-0.42609,RYAM,2021,Q1
1.92696,RYAM,2021,Q2
-0.0748,RYAM,2021,Q3
-0.37477,RYAM,2021,Q4
-0.38989,RYAM,2022,Q1
-0.36485,RYAM,2022,Q2
0.46334,RYAM,2022,Q3
0.3941,RYN,2016,Q4
0.27384,RYN,2017,Q1
0.2035,RYN,2017,Q2
0.19196,RYN,2017,Q3
0.49836,RYN,2017,Q4
0.31474,RYN,2018,Q1
0.28092,RYN,2018,Q2
0.18144,RYN,2018,Q3
0.01538,RYN,2018,Q4
0.19194,RYN,2019,Q1
0.14494,RYN,2019,Q2
-0.00336,RYN,2019,Q3
0.12383,RYN,2019,Q4
0.20021,RYN,2020,Q1
0.01301,RYN,2020,Q2
-0.00556,RYN,2020,Q3
0.07506,RYN,2020,Q4
0.07868,RYN,2021,Q1
0.41492,RYN,2021,Q2
0.71289,RYN,2021,Q3
0.08146,RYN,2021,Q4
0.20363,RYN,2022,Q1
0.16575,RYN,2022,Q2
0.1415,RYN,2022,Q3
-0.00031,S,2021,Q2
-0.00034,S,2021,Q3
-0.57414,S,2021,Q4
-0.00044,S,2022,Q1
-0.00047,S,2022,Q2
-0.00048,S,2022,Q3
-1.32471,S,2022,Q4
0.08809,SABR,2016,Q4
0.2738,SABR,2017,Q1
-0.0233,SABR,2017,Q2
0.32793,SABR,2017,Q3
0.29926,SABR,2017,Q4
0.31989,SABR,2018,Q1
0.33456,SABR,2018,Q2
0.2653,SABR,2018,Q3
0.30655,SABR,2018,Q4
0.20629,SABR,2019,Q1
0.10151,SABR,2019,Q2
0.23311,SABR,2019,Q3
0.03695,SABR,2019,Q4
-0.7761,SABR,2020,Q1
-1.61096,SABR,2020,Q2
-1.06813,SABR,2020,Q3
-0.981,SABR,2020,Q4
-0.83778,SABR,2021,Q1
-0.79111,SABR,2021,Q2
-0.75187,SABR,2021,Q3
-0.58069,SABR,2021,Q4
0.13003,SABR,2022,Q1
-0.59017,SABR,2022,Q2
-0.42873,SABR,2022,Q3
0.20451,SAFE,2018,Q1
0.09356,SAFE,2018,Q2
0.11026,SAFE,2018,Q3
0.23593,SAFE,2018,Q4
0.36177,SAFE,2019,Q1
0.17595,SAFE,2019,Q2
0.14988,SAFE,2019,Q3
0.25393,SAFE,2019,Q4
0.35969,SAFE,2020,Q1
0.24497,SAFE,2020,Q2
0.27683,SAFE,2020,Q3
0.29209,SAFE,2020,Q4
0.31763,SAFE,2021,Q1
0.27675,SAFE,2021,Q2
0.37873,SAFE,2021,Q3
0.39441,SAFE,2021,Q4
0.46493,SAFE,2022,Q1
0.4239,SAFE,2022,Q2
1.06319,SAFE,2022,Q3
1.07355,SAFM,2017,Q1
2.99228,SAFM,2017,Q2
5.17139,SAFM,2017,Q3
3.25346,SAFM,2017,Q4
2.27572,SAFM,2018,Q1
1.86344,SAFM,2018,Q2
0.50971,SAFM,2018,Q3
-1.94665,SAFM,2018,Q4
-0.8175,SAFM,2019,Q1
1.86148,SAFM,2019,Q2
2.44399,SAFM,2019,Q3
-1.0473,SAFM,2019,Q4
-1.75865,SAFM,2020,Q1
0.27881,SAFM,2020,Q2
1.4949,SAFM,2020,Q3
1.2723,SAFM,2020,Q4
0.43062,SAFM,2021,Q1
4.40304,SAFM,2021,Q2
7.4831,SAFM,2021,Q3
8.34939,SAFM,2021,Q4
8.75401,SAFM,2022,Q1
14.5539,SAFM,2022,Q2
0.84105,SAH,2016,Q4
-0.01208,SAH,2017,Q1
0.2722,SAH,2017,Q2
0.44694,SAH,2017,Q3
1.43637,SAH,2017,Q4
-0.05127,SAH,2018,Q1
0.39625,SAH,2018,Q2
0.3543,SAH,2018,Q3
0.51091,SAH,2018,Q4
0.9856,SAH,2019,Q1
0.61763,SAH,2019,Q2
0.67341,SAH,2019,Q3
1.07491,SAH,2019,Q4
-4.67753,SAH,2020,Q1
0.71702,SAH,2020,Q2
1.40738,SAH,2020,Q3
1.36942,SAH,2020,Q4
1.30526,SAH,2021,Q1
